N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
41	19.31	19.32	60.7900023460388	32.4600011110306	25.330001115799	sp|O43175|SERA_HUMAN	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	HUMAN	10																																												
42	18.96	18.99	76.1699974536896	44.539999961853	28.5100013017654	sp|P31943|HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4	HUMAN	8																																												
43	18.57	18.59	63.9800012111664	25.450000166893	24.1899996995926	sp|P06744|G6PI_HUMAN	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	HUMAN	9																																												
44	18.54	18.56	78.3900022506714	60.7999980449677	51.2600004673004	sp|Q06830|PRDX1_HUMAN	Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	HUMAN	10																																												
45	18.22	18.24	61.2200021743774	23.819999396801	18.8999995589256	sp|P07237|PDIA1_HUMAN	Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3	HUMAN	9																																												
46	18.19	18.21	68.5000002384186	45.3799992799759	41.3300007581711	sp|P04083|ANXA1_HUMAN	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	HUMAN	10																																												
47	18.01	18.01	75.1699984073639	55.9400022029877	51.0500013828278	sp|P60174|TPIS_HUMAN	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3	HUMAN	10																																												
48	17.97	18.03	59.8900020122528	18.4000000357628	16.4599999785423	sp|P26639|SYTC_HUMAN	Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS PE=1 SV=3	HUMAN	9																																												
49	17.86	17.89	63.9599978923798	30.689999461174	22.5700005888939	sp|P30101|PDIA3_HUMAN	Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	HUMAN	8																																												
50	17.6	17.63	48.9300012588501	18.809999525547	15.4799997806549	sp|P34932|HSP74_HUMAN	Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4	HUMAN	9																																												
51	17.38	17.39	63.3700013160706	30.1099985837936	30.1099985837936	sp|P50395|GDIB_HUMAN	Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2	HUMAN	9																																												
52	17.24	17.29	87.8799974918365	64.8500025272369	60.6100022792816	sp|P62937|PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	HUMAN	11																																												
53	17.22	17.26	66.540002822876	28.9700001478195	25.229999423027	sp|P78371|TCPB_HUMAN	T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4	HUMAN	8																																												
54	17.15	17.26	63.5599970817566	26.1599987745285	16.2100002169609	sp|O60506|HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	HUMAN	7																																												
55	17.08	17.11	64.1600012779236	35.5399996042252	29.2199999094009	sp|P00338|LDHA_HUMAN	L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	HUMAN	9																																												
56	17.07	17.13	64.7599995136261	27.4599999189377	24.49000030756	sp|P26641|EF1G_HUMAN	Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3	HUMAN	8																																												
57	17.04	17.2	64.9200022220612	27.8499990701675	17.5400003790855	sp|P25705|ATPA_HUMAN	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1	HUMAN	7																																												
58	17.01	17.09	60.4399979114532	25.8100003004074	21.3899999856949	sp|P14866|HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	HUMAN	10																																												
59	16.82	16.88	75.6900012493134	29.1700005531311	24.5399996638298	sp|Q04695|K1C17_HUMAN	Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2	HUMAN	8																																												
60	16.82	16.87	80.7399988174438	41.9299989938736	41.6399985551834	sp|P22626|ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	HUMAN	13																																												
61	16.75	16.86	77.9699981212616	34.1300010681152	29.3700009584427	sp|P61978|HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1	HUMAN	10																																												
62	16.64	16.66	78.10999751091	42.8999990224838	33.4300011396408	sp|P40926|MDHM_HUMAN	Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3	HUMAN	8																																												
63	16.45	16.5	44.760000705719	19.42999958992	17.229999601841	sp|P27824|CALX_HUMAN	Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2	HUMAN	8																																												
64	16.39	16.45	60.2699995040894	47.7699995040894	40.1800006628036	sp|P30041|PRDX6_HUMAN	Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3	HUMAN	9																																												
65	16.28	16.39	54.4099986553192	22.9499995708466	18.7800005078316	sp|P29401|TKT_HUMAN	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	HUMAN	10																																												
66	16.15	16.22	56.8000018596649	39.7300004959106	34.6700012683868	sp|P36952|SPB5_HUMAN	Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2	HUMAN	8																																												
67	16.15	16.16	29.5700013637543	13.3599996566772	13.3599996566772	sp|Q14974|IMB1_HUMAN	Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2	HUMAN	8																																												
68	16.11	16.12	58.0600023269653	21.170000731945	21.170000731945	sp|P11413|G6PD_HUMAN	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	HUMAN	8																																												
69	16.06	16.06	54.9199998378754	39.5700007677078	36.6899996995926	sp|P27797|CALR_HUMAN	Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	HUMAN	9																																												
70	15.85	15.88	47.2900003194809	20.6900000572205	18.0600002408028	sp|P12956|XRCC6_HUMAN	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	HUMAN	8																																												
71	15.77	15.86	53.7599980831146	31.1800003051758	21.2899997830391	sp|Q16719|KYNU_HUMAN	Kynureninase OS=Homo sapiens OX=9606 GN=KYNU PE=1 SV=1	HUMAN	7																																												
72	15.47	15.83	47.7800011634827	23.0199992656708	16.8300002813339	sp|P08195|4F2_HUMAN	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	HUMAN	8																																												
73	15.44	15.47	75	38.170000910759	30.3799986839294	sp|P09651|ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	HUMAN	8																																												
74	15.41	15.47	79.1999995708466	32.0800006389618	26.1099994182587	sp|P49411|EFTU_HUMAN	Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2	HUMAN	10																																												
75	15.39	15.48	75.1600027084351	19.4999992847443	17.1399995684624	sp|P11940|PABP1_HUMAN	Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2	HUMAN	8																																												
76	15.28	15.32	77.5099992752075	51.2099981307983	39.1000002622604	sp|Q15181|IPYR_HUMAN	Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2	HUMAN	7																																												
77	15.17	15.27	55.0499975681305	15.0299996137619	12.7000004053116	sp|P13010|XRCC5_HUMAN	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	HUMAN	7																																												
78	14.89	14.91	68.7799990177155	34.5200002193451	27.1600008010864	sp|Q9UQ80|PA2G4_HUMAN	Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3	HUMAN	7																																												
79	14.71	14.77	55.239999294281	15.8700004220009	14.4400000572205	sp|P13797|PLST_HUMAN	Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4	HUMAN	7																																												
80	14.7	14.73	53.1000018119812	16.609999537468	16.609999537468	sp|P50990|TCPQ_HUMAN	T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4	HUMAN	8																																												
81	14.46	16.68	72.0200002193451	22.5299999117851	20.0299993157387	sp|P38646|GRP75_HUMAN	Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	HUMAN	11																																												
82	14.29	14.32	56.4599990844727	42.8600013256073	38.4400010108948	sp|P45880|VDAC2_HUMAN	Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2	HUMAN	7																																												
83	14.22	14.23	69.8000013828278	29.1900008916855	26.1700004339218	sp|P05141|ADT2_HUMAN	ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7	HUMAN	7																																												
84	14.16	14.19	62.7799987792969	41.6399985551834	39.750000834465	sp|P05388|RLA0_HUMAN	60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1	HUMAN	8																																												
85	14.06	26.06	68.9899981021881	30.8699995279312	26.910001039505	sp|P07900|HS90A_HUMAN	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	HUMAN	16																																												
86	14.05	14.08	45.2699989080429	25.3800004720688	25.3800004720688	sp|P14314|GLU2B_HUMAN	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	HUMAN	9																																												
87	14.02	14.03	86.7200016975403	56.8499982357025	56.8499982357025	sp|O00299|CLIC1_HUMAN	Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	HUMAN	8																																												
88	14	14	75.7000029087067	44.3899989128113	44.3899989128113	sp|P30044|PRDX5_HUMAN	Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4	HUMAN	7																																												
89	13.84	13.88	66.2500023841858	39.3799990415573	33.1299990415573	sp|P08758|ANXA5_HUMAN	Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	HUMAN	7																																												
90	13.75	13.82	79.5499980449677	20.8000004291534	14.7300004959106	sp|P26038|MOES_HUMAN	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	HUMAN	6																																												
91	13.63	13.81	52.4100005626678	7.40699991583824	3.42499986290932	sp|P49327|FAS_HUMAN	Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	HUMAN	5																																												
92	13.46	13.52	64.3700003623962	15.2099996805191	12.8199994564056	sp|P19338|NUCL_HUMAN	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	HUMAN	8																																												
93	13.27	13.32	45.3000009059906	7.54000023007393	6.61400035023689	sp|P07814|SYEP_HUMAN	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5	HUMAN	7																																												
94	13.23	13.25	57.889997959137	24.5600000023842	24.5600000023842	sp|Q9Y265|RUVB1_HUMAN	RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1	HUMAN	7																																												
95	13.16	14.08	48.8000005483627	32.039999961853	28.439998626709	sp|P07195|LDHB_HUMAN	L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2	HUMAN	9																																												
96	13.1	13.17	45.0899988412857	21.0299998521805	19.1599994897842	sp|Q13838|DX39B_HUMAN	Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1	HUMAN	7																																												
97	13.03	13.14	59.850001335144	18.4300005435944	13.1400004029274	sp|O43776|SYNC_HUMAN	Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS PE=1 SV=1	HUMAN	6																																												
98	12.91	12.97	61.3900005817413	17.0000001788139	11.3300003111362	sp|P43243|MATR3_HUMAN	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	HUMAN	5																																												
99	12.73	12.81	67.6199972629547	16.4199993014336	10.0900001823902	sp|P02545|LMNA_HUMAN	Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1	HUMAN	6																																												
100	12.7	12.76	57.3300004005432	21.1500003933907	17.8100004792213	sp|P50991|TCPD_HUMAN	T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	HUMAN	6																																												
101	12.7	12.74	79.4000029563904	43.2200014591217	43.2200014591217	sp|P37802|TAGL2_HUMAN	Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3	HUMAN	8																																												
102	12.67	12.72	90.1199996471405	42.8000003099442	28.4000009298325	sp|P23396|RS3_HUMAN	40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2	HUMAN	6																																												
103	12.66	12.72	62.3799979686737	13.1500005722046	13.1500005722046	sp|P23246|SFPQ_HUMAN	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	HUMAN	6																																												
104	12.6	12.67	51.3800024986267	10.3799998760223	8.8979996740818	sp|Q14697|GANAB_HUMAN	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3	HUMAN	6																																												
105	12.52	12.61	63.1200015544891	36.1200004816055	23.5699996352196	sp|P62701|RS4X_HUMAN	40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2	HUMAN	6																																												
106	12.5	12.55	55.7799994945526	18.529999256134	14.3099993467331	sp|P49368|TCPG_HUMAN	T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4	HUMAN	6																																												
107	12.42	12.44	79.5199990272522	29.3500006198883	26.9600003957748	sp|P15880|RS2_HUMAN	40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2	HUMAN	6																																												
108	12.34	12.38	78.82000207901	39.6100014448166	34.9000006914139	sp|P62258|1433E_HUMAN	14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1	HUMAN	6																																												
109	12.11	12.16	61.0700011253357	19.2399993538857	15.4200002551079	sp|P49748|ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	HUMAN	6																																												
110	12.1	12.11	47.8300005197525	20.5300003290176	20.5300003290176	sp|P26599|PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1	HUMAN	8																																												
111	12.01	12.01	61.9000017642975	32.9899996519089	32.9899996519089	sp|P06748|NPM_HUMAN	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2	HUMAN	8																																												
112	11.94	12	51.9599974155426	11.259999871254	7.74800032377243	sp|P49588|SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS PE=1 SV=2	HUMAN	5																																												
113	11.88	11.95	70.3400015830994	21.5700000524521	21.5700000524521	sp|Q8NC51|PAIRB_HUMAN	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	HUMAN	6																																												
114	11.78	11.81	50.7200002670288	7.83199965953827	7.83199965953827	sp|Q9Y5B9|SP16H_HUMAN	FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1	HUMAN	6																																												
115	11.74	11.86	38.3500009775162	10.0599996745586	5.62600009143353	sp|P41252|SYIC_HUMAN	Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS PE=1 SV=2	HUMAN	5																																												
116	11.68	11.74	67.9899990558624	27.3000001907349	21.5900003910065	sp|P39023|RL3_HUMAN	60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2	HUMAN	6																																												
117	11.63	11.67	85.0000023841858	69.9999988079071	63.5699987411499	sp|P07737|PROF1_HUMAN	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	HUMAN	9																																												
