Accession	Filename	Unused	seq_length_summ	counts	Sc_summ	Pep_intensity__summ	Sc_norm	Pep_intensity__norm	SP_2	seq_length
Efra.gene10189_i0_length1293.p1	10.1	6.0	43	3	38.0	4028.4237000000003	0.0028439615719488185	0.0012903287044748366	0.0020671451382118277	430
Efra.gene10189_i0_length1293.p1	10.2	3.08	27	2	14.0	0	0.0015915048363471665	0	0.0007957524181735833	430
Efra.gene10189_i0_length1293.p1	10.3	2.0	18	1	16.0	790.168	0.0019968358789621207	0.0006610189156639192	0.0013289273973130199	430
Efra.gene10189_i0_length1293.p1	12.2	2.3	27	2	17.0	1763.1646	0.001734636551281207	0.0009047156592349248	0.0013196761052580658	430
Efra.gene10189_i0_length1293.p1	12.3	6.51	53	4	46.0	4650.9678	0.0046422687608914884	0.002621561845652407	0.003631915303271948	430
Efra.gene10803_i4_length1062.p1	12.1	1.4	93	4	54.0	2219.8776	0.011197236612340483	0.002618770677177768	0.006908003644759126	353
Efra.gene10803_i4_length1062.p1	12.2	0.61	44	2	16.0	782.302	0.001988718459059274	0.000488975883871785	0.0012388471714655297	353
Efra.gene10979_i0_length1233.p1	1.2	4.0	153	12	145.0	0	0.028880407388524043	0	0.014440203694262022	410
Efra.gene10979_i0_length1233.p1	3.1	6.0	250	19	229.0	127511.1381	0.026105474705437202	0.09616848265708224	0.06113697868125972	410
Efra.gene10979_i0_length1233.p1	3.4	11.3	115	10	114.0	63360.0903	0.018437324395002997	0.04148982255493577	0.029963573474969384	410
Efra.gene10979_i0_length1233.p1	5.1	6.0	420	30	358.0	140818.25580000007	0.022943685552088783	0.04171654965755449	0.032330117604821636	410
Efra.gene10979_i0_length1233.p1	5.2	3.89	184	14	143.0	0	0.021411514805794604	0	0.010705757402897302	410
Efra.gene10979_i0_length1233.p1	5.3	6.0	322	24	264.0	97774.56940000002	0.027184800323977232	0.05705505058405641	0.04211992545401682	410
Efra.gene10979_i0_length1233.p1	5.4	2.05	163	13	159.0	0	0.020544478853487615	0	0.010272239426743808	410
Efra.gene10979_i0_length1233.p1	7.1	4.22	369	28	361.0	191999.62869999997	0.03340411984706968	0.08196172926136837	0.05768292455421903	410
Efra.gene10979_i0_length1233.p1	7.2	5.29	285	22	237.0	91562.85599999999	0.025961558949560468	0.06058507607672605	0.043273317513143256	410
Efra.gene10979_i0_length1233.p1	7.3	2.0	288	22	284.0	105168.40730000002	0.027116213976511615	0.053054533807198954	0.040085373891855285	410
Efra.gene10979_i0_length1233.p1	10.1	6.0	171	13	183.0	103745.80330000001	0.014364013870131741	0.03485140997368021	0.024607711921905976	410
Efra.gene10979_i0_length1233.p1	10.2	6.0	228	17	214.0	0	0.025513985198722347	0	0.012756992599361174	410
Efra.gene10979_i0_length1233.p1	10.3	2.0	231	17	211.0	63555.44599999998	0.027617823063755067	0.05576116249118251	0.041689492777468785	410
Efra.gene10979_i0_length1233.p1	12.1	3.77	463	35	412.0	168599.63789999997	0.07355380776659216	0.17124422198872832	0.12239901487766025	410
Efra.gene10979_i0_length1233.p1	12.2	18.71	436	33	405.0	215002.52560000005	0.04334102660051969	0.11570374340008768	0.07952238500030369	410
Efra.gene10979_i0_length1233.p1	12.3	4.6	285	22	259.0	150181.11149999997	0.027413015477226143	0.08878031630834488	0.05809666589278551	410
Efra.gene10979_i3_length1134.p1	10.3	4.03	189	14	172.0	59208.82549999999	0.024418978440482547	0.05634528132758884	0.040382129884035695	378
Efra.gene110165_i0_length213.p1	0.2	2.0	11	1	12.0	2089.057	0.01718952694349495	0.021512192434266372	0.01935085968888066	70
Efra.gene110165_i0_length213.p1	0.3	0.33	33	3	35.0	5266.0599999999995	0.056571156400412194	0.07998386549132826	0.06827751094587023	70
Efra.gene110165_i0_length213.p1	1.1	2.0	22	2	25.0	22918.866	0.028982610572500386	0.13283772475613287	0.08091016766431663	70
Efra.gene110165_i0_length213.p1	1.2	2.0	22	2	22.0	0	0.025665150211279495	0	0.012832575105639748	70
Efra.gene110165_i0_length213.p1	7.1	1.48	22	2	21.0	7207.058000000001	0.011381459116868615	0.018019990502234715	0.014700724809551665	70
Efra.gene11166_i2_length1221.p1	5.1	2.0	13	1	10.0	717.8077	0.0006471992099207696	0.00021474119037840717	0.00043097020014958834	406
Efra.gene11166_i2_length1221.p1	10.3	2.0	13	1	11.0	558.2004	0.0014539768638378743	0.0004945691412808283	0.0009742730025593513	406
Efra.gene113616_i0_length210.p1	1.1	1.7	27	3	26.0	5217.786999999999	0.03057875434315983	0.03068058234488904	0.030629668344024433	69
Efra.gene1160_i1_length3549.p1	5.1	2.0	14	1	11.0	663.7096	0.00024432727569789997	6.814384451711068e-05	0.0001562355601075053	1183
Efra.gene11716_i0_length1179.p1	1.1	2.0	13	1	12.0	1904.807	0.0024779025832977427	0.0019664584342893748	0.0022221805087935587	393
Efra.gene11716_i0_length1179.p1	3.1	2.0	13	1	14.0	961.3803	0.0016650046647022625	0.000756434218644511	0.0012107194416733867	393
Efra.gene11716_i0_length1179.p1	5.3	2.0	13	1	10.0	1103.066	0.0010742701955461739	0.0006715231476520133	0.0008728966715990936	393
Efra.gene11716_i0_length1179.p1	7.1	2.0	26	2	22.0	2506.0877	0.0021237667563283255	0.0011160876312724798	0.0016199271938004025	393
Efra.gene11716_i0_length1179.p1	10.1	2.0	13	1	11.0	2001.258	0.0009007592229354433	0.0007013651823151763	0.0008010622026253098	393
Efra.gene11716_i0_length1179.p1	10.2	2.0	13	1	8.0	0	0.0009950520968800896	0	0.0004975260484400448	393
Efra.gene11716_i0_length1179.p1	10.3	2.0	13	1	10.0	1197.141	0.0013655207187559032	0.0010957605474404882	0.0012306406330981957	393
Efra.gene11716_i0_length1179.p1	12.1	1.57	13	1	10.0	839.0441	0.0018625127340289277	0.0008890688276735922	0.00137579078085126	393
Efra.gene11803_i0_length1173.p1	7.1	1.82	12	1	10.0	1162.102	0.0009702863697245197	0.0005201900870435229	0.0007452382283840213	391
Efra.gene12082_i0_length1156.p1	3.1	1.51	17	1	10.0	534.0165	0.001335401700465284	0.0004717969512640617	0.0009035993258646729	350
Efra.gene12082_i0_length1156.p1	7.1	4.71	43	3	29.0	3586.6031000000003	0.0031434506132303796	0.001793534998532982	0.002468492805881681	350
Efra.gene12082_i0_length1156.p1	7.2	2.57	37	2	31.0	2516.48	0.003977955566593291	0.0019505434206289764	0.002964249493611134	350
Efra.gene12082_i0_length1156.p1	10.1	2.01	17	1	10.0	820.4713	0.0009194762976977382	0.00032287098721073845	0.0006211736424542383	350
Efra.gene12082_i0_length1156.p1	10.2	2.15	57	4	27.0	0	0.0037708920714266537	0	0.0018854460357133269	350
Efra.gene12082_i0_length1156.p1	10.3	2.0	20	1	12.0	505.4299	0.001839941631329383	0.0005194644014586153	0.0011797030163939993	350
Efra.gene12082_i0_length1156.p1	12.1	2.69	26	2	20.0	2904.372	0.004182671454133535	0.0034556308521737555	0.0038191511531536454	350
Efra.gene12182_i0_length1149.p1	1.3	2.0	77	6	77.0	33762.3612	0.021109280018852473	0.07896382990986663	0.05003655496435955	382
Efra.gene12182_i0_length1149.p1	3.2	1.75	176	14	152.0	118157.77099999998	0.038203661937269304	0.09777972243293782	0.06799169218510356	382
Efra.gene12182_i0_length1149.p1	5.1	1.19	420	30	355.0	137283.7722000001	0.024419063383738355	0.04365048947980917	0.034034776431773765	382
Efra.gene12182_i0_length1149.p1	7.3	8.0	295	22	294.0	99133.28220000002	0.03012857120353136	0.05367563427216509	0.041902102737848224	382
Efra.gene12442_i0_length1134.p1	3.1	2.0	192	14	181.0	120099.3757	0.022439707619224335	0.09850718262878858	0.06047344512400646	377
Efra.gene12442_i0_length1134.p1	5.1	4.0	393	27	349.0	135274.68580000006	0.024324733382099076	0.04358213089389544	0.03395343213799726	377
Efra.gene12442_i0_length1134.p1	7.3	4.0	244	18	246.0	96829.6152	0.02554396590644228	0.05312365141755295	0.039333808661997614	377
Efra.gene12442_i0_length1134.p1	10.1	2.0	135	10	145.0	104893.61159999999	0.012377565545931094	0.03832139944750322	0.025349482496717157	377
Efra.gene12442_i0_length1134.p1	10.2	2.01	170	13	162.0	0	0.021004969098132556	0	0.010502484549066278	377
Efra.gene12442_i0_length1134.p1	12.2	2.0	264	20	269.0	191884.08240000004	0.031306820079060264	0.11230143472220379	0.07180412740063202	377
Efra.gene12442_i0_length1134.p1	12.3	2.43	384	27	346.0	163947.18429999996	0.039826821949338925	0.10540175509511705	0.07261428852222798	377
Efra.gene12565_i0_length1128.p1	12.2	2.0	14	1	14.0	571.7606	0.0016380411041118223	0.00033641136746359986	0.000987226235787711	375
Efra.gene12660_i0_length1122.p1	5.1	1.3	9	1	10.0	1044.383	0.0007044581212542425	0.00034008246449095044	0.0005222702928725964	373
Efra.gene12660_i0_length1122.p1	5.3	2.0	9	1	8.0	1074.426	0.0009054974516882496	0.0006891594519023276	0.0007973284517952886	373
Efra.gene12660_i0_length1122.p1	10.2	2.0	9	1	11.0	0	0.0014415583829801028	0	0.0007207791914900514	373
Efra.gene12747_i0_length1116.p1	0.1	2.0	16	1	13.0	1275.351	0.0031608818015682783	0.001036363544009797	0.0020986226727890377	371
Efra.gene12747_i0_length1116.p1	0.2	2.0	16	1	11.0	748.8768	0.0029730313895981833	0.001455019759358392	0.0022140255744782875	371
Efra.gene12747_i0_length1116.p1	0.3	4.0	101	6	77.0	4200.6092	0.02348236680771827	0.012037962764415256	0.017760164786066762	371
Efra.gene12747_i0_length1116.p1	0.4	2.0	16	1	12.0	1551.678	0.003570925458781886	0.0013539837885284394	0.002462454623655163	371
Efra.gene12747_i0_length1116.p1	1.4	2.0	64	4	63.0	4139.7559	0.013630998795399979	0.003866152408605396	0.008748575602002687	371
Efra.gene12747_i0_length1116.p1	3.2	1.47	16	1	8.0	698.7122	0.0020703360561834124	0.0005953526488195668	0.0013328443525014895	371
Efra.gene12747_i0_length1116.p1	3.4	2.0	16	1	11.0	909.2703	0.0019660550674200482	0.0006580043166930424	0.0013120296920565452	371
Efra.gene12747_i0_length1116.p1	5.4	2.0	16	1	15.0	0	0.002141900099153212	0	0.001070950049576606	371
Efra.gene12747_i0_length1116.p1	10.2	2.0	16	1	11.0	0	0.00144932958720102	0	0.00072466479360051	371
Efra.gene12747_i0_length1116.p1	10.3	2.0	16	1	18.0	314.8265	0.0026036909877302588	0.00030525323616217284	0.0014544721119462158	371
Efra.gene1287_i0_length3423.p1	0.1	3.37	23	2	20.0	2996.5950000000003	0.001582573749503146	0.000792463939823347	0.0011875188446632465	1140
Efra.gene1287_i0_length3423.p1	1.4	3.65	23	2	21.0	4573.9529999999995	0.0014786843722495299	0.0013901606546866333	0.0014344225134680817	1140
Efra.gene1287_i0_length3423.p1	5.4	1.55	26	3	24.0	0	0.0011152911393485497	0	0.0005576455696742748	1140
Efra.gene12899_i0_length1107.p1	5.3	2.0	11	1	12.0	773.7394	0.0013767006092923252	0.000503035845382373	0.0009398682273373491	368
Efra.gene12899_i0_length1107.p1	10.2	2.0	11	1	9.0	0	0.001195482087861711	0	0.0005977410439308555	368
Efra.gene13656_i0_length1062.p1	1.2	2.0	14	1	7.0	0	0.0016193566319246656	0	0.0008096783159623328	353
Efra.gene13656_i0_length1062.p1	3.1	4.0	73	5	58.0	4461.073600000001	0.007679505529587895	0.003907807674824699	0.0057936566022062964	353
Efra.gene13656_i0_length1062.p1	5.1	2.1	46	4	33.0	6201.2554	0.0024564235168607566	0.0021337237431446696	0.002295073630002713	353
Efra.gene13656_i0_length1062.p1	5.3	6.03	81	5	64.0	5586.7376	0.007654403387642315	0.0037864794818570223	0.005720441434749668	353
Efra.gene13656_i0_length1062.p1	5.4	3.44	39	3	26.0	0	0.0039019392552279287	0	0.0019509696276139644	353
Efra.gene13656_i0_length1062.p1	7.1	4.0	45	3	38.0	3459.6630999999998	0.004083998549962299	0.001715353704379119	0.002899676127170709	353
Efra.gene13656_i0_length1062.p1	7.2	4.0	31	2	28.0	3122.9573	0.0035624567808292297	0.002400056825459918	0.002981256803144574	353
Efra.gene13656_i0_length1062.p1	7.3	4.0	65	4	41.0	5255.017	0.004546777689673626	0.0030790765236790346	0.00381292710667633	353
Efra.gene13656_i0_length1062.p1	10.1	4.14	170	10	103.0	10340.5071	0.009390119130879167	0.0040346029676472175	0.0067123610492631925	353
Efra.gene13656_i0_length1062.p1	10.2	4.0	31	2	30.0	0	0.004154272033362697	0	0.0020771360166813484	353
Efra.gene13656_i0_length1062.p1	10.3	2.0	17	1	11.0	619.571	0.0016722793391449771	0.0006313632244126933	0.0011518212817788352	353
Efra.gene13656_i0_length1062.p1	12.1	4.0	45	3	42.0	3199.3597	0.008708961809598154	0.0037742573591013585	0.0062416095843497565	353
Efra.gene13656_i0_length1062.p1	12.2	4.0	31	2	29.0	3179.6441	0.0036045522070449346	0.001987428492059596	0.0027959903495522655	353
Efra.gene13900_i0_length1047.p1	1.1	1.85	27	2	18.0	2584.1751	0.004185454363478566	0.0030041585769494754	0.0035948064702140204	349
Efra.gene13900_i0_length1047.p1	1.3	2.0	34	2	21.0	1185.8794	0.006301441756083598	0.0030358048712411886	0.004668623313662393	349
Efra.gene13900_i0_length1047.p1	3.1	4.0	67	4	59.0	5539.141	0.007901445591578257	0.004907784581254665	0.0064046150864164614	349
Efra.gene13900_i0_length1047.p1	5.1	6.0	196	11	167.0	8948.988100000002	0.012573467286833243	0.0031144529950421734	0.007843960140937708	349
Efra.gene13900_i0_length1047.p1	5.2	2.01	37	2	20.0	0	0.00351803196761007	0	0.001759015983805035	349
Efra.gene13900_i0_length1047.p1	5.3	2.0	79	4	55.0	4280.735	0.0066533954947652005	0.002934573261085062	0.0047939843779251316	349
Efra.gene13900_i0_length1047.p1	7.1	4.0	37	3	40.0	6186.477000000001	0.004348217427647991	0.0031025054731669104	0.003725361450407451	349
Efra.gene13900_i0_length1047.p1	7.2	2.0	37	2	30.0	1422.546	0.003860664890399257	0.0011057859703957288	0.002483225430397493	349
Efra.gene13900_i0_length1047.p1	7.3	6.0	44	3	35.0	7639.4532	0.003925881498072377	0.004527494279992403	0.00422668788903239	349
Efra.gene13900_i0_length1047.p1	10.1	4.0	77	5	65.0	13213.954000000002	0.0059937208517545975	0.005214840569768064	0.005604280710761331	349
Efra.gene13900_i0_length1047.p1	10.2	2.0	17	1	9.0	0	0.0012605656399229503	0	0.0006302828199614751	349
Efra.gene13900_i0_length1047.p1	10.3	2.0	17	1	17.0	1844.701	0.002614052699715814	0.0019013560960043612	0.0022577043978600875	349
Efra.gene13900_i0_length1047.p1	12.1	2.0	17	1	20.0	2653.619	0.004194656186093803	0.003166330811185747	0.0036804934986397753	349
Efra.gene13900_i0_length1047.p1	12.2	2.0	17	1	16.0	1007.998	0.0020115117938335923	0.0006372677615191795	0.001324389777676386	349
Efra.gene13900_i0_length1047.p1	12.3	2.0	51	3	35.0	3906.0249999999996	0.00435194623467154	0.0027126566186913984	0.003532301426681469	349
Efra.gene13951_i0_length1044.p1	10.1	2.0	24	2	16.0	1845.9179	0.0014838810568032663	0.000732683781638572	0.0011082824192209192	347
Efra.gene14059_i2_length1041.p1	0.2	4.03	26	2	28.0	5739.2418	0.00809113179857111	0.011922229342132199	0.010006680570351655	347
Efra.gene14059_i2_length1041.p1	0.3	4.05	37	3	35.0	4777.9241	0.011412048841581712	0.014639437763904407	0.01302574330274306	347
Efra.gene14059_i2_length1041.p1	0.4	6.0	47	4	43.0	13530.8839	0.013680829453397558	0.012623577897015244	0.0131522036752064	347
Efra.gene14059_i2_length1041.p1	1.1	0.33	155	13	143.0	94048.5263	0.03344275871247595	0.10996357811070856	0.07170316841159226	347
Efra.gene14059_i2_length1041.p1	1.2	4.0	328	25	284.0	0	0.06683562826830448	0	0.03341781413415224	347
Efra.gene14059_i2_length1041.p1	1.3	2.01	188	14	176.0	68163.3409	0.05311647569996967	0.17550122375959354	0.1143088497297816	347
Efra.gene14059_i2_length1041.p1	1.4	6.0	37	3	41.0	33611.471	0.00948452141607562	0.0335611003381939	0.02152281087713476	347
Efra.gene14059_i2_length1041.p1	3.1	16.15	302	19	239.0	121835.31230000002	0.032192032346951296	0.10857059166252811	0.07038131200473971	347
Efra.gene14059_i2_length1041.p1	3.2	4.01	347	26	330.0	239025.5561	0.091308084783334	0.21775329525623913	0.15453069001978656	347
Efra.gene14059_i2_length1041.p1	3.4	2.01	81	7	89.0	55636.583	0.017007380736479585	0.043046775082578155	0.030027077909528868	347
Efra.gene14059_i2_length1041.p1	5.1	19.05	365	24	301.0	134279.47280000002	0.022792975979128983	0.04700168523327662	0.0348973306062028	347
Efra.gene14059_i2_length1041.p1	5.2	2.0	479	33	362.0	0	0.06404338944148719	0	0.03202169472074359	347
Efra.gene14059_i2_length1041.p1	5.3	2.0	933	63	767.0	280444.1763	0.09331940614227054	0.19336104769825782	0.14334022692026419	347
Efra.gene14059_i2_length1041.p1	5.4	15.44	175	12	153.0	0	0.023358439064021862	0	0.011679219532010931	347
Efra.gene14059_i2_length1041.p1	7.1	0.92	708	47	683.0	358089.52350000024	0.074673742332577	0.18061620838033038	0.1276449753564537	347
Efra.gene14059_i2_length1041.p1	7.2	18.51	251	17	216.0	86879.60059999998	0.027956999240908515	0.06792326043553304	0.047940129838220776	347
Efra.gene14059_i2_length1041.p1	7.3	2.0	936	63	927.0	287000.5179999999	0.10457908274194068	0.17107016266600258	0.13782462270397164	347
Efra.gene14059_i2_length1041.p1	10.1	0.3	377	24	337.0	202884.7533	0.0312542447589188	0.08052924146011736	0.05589174310951808	347
Efra.gene14059_i2_length1041.p1	10.2	18.02	351	22	311.0	0	0.043810609667498265	0	0.021905304833749133	347
Efra.gene14059_i2_length1041.p1	10.3	2.0	449	31	400.0	125322.24820000002	0.06186163025603112	0.129915691018056	0.09588866063704356	347
Efra.gene14059_i2_length1041.p1	12.1	16.45	377	26	324.0	151394.73459999988	0.06834509263670646	0.1816872460450829	0.12501616934089468	347
Efra.gene14059_i2_length1041.p1	12.2	4.93	715	44	640.0	224613.24360000002	0.08092422087007767	0.14282149997127133	0.1118728604206745	347
Efra.gene14059_i2_length1041.p1	12.3	16.46	430	27	341.0	146445.23220000006	0.042644773111735305	0.10228948514249739	0.07246712912711635	347
Efra.gene14246_i0_length1029.p1	0.2	6.0	49	3	37.0	3642.2391000000007	0.010848166370285555	0.00767670356153706	0.009262434965911307	342
Efra.gene14246_i0_length1029.p1	0.3	2.0	10	1	11.0	875.6608	0.0036390802362838252	0.002722227572064554	0.00318065390417419	342
Efra.gene14418_i2_length1020.p1	3.4	2.2	23	2	25.0	3310.028	0.004890094060155791	0.0026214502252157636	0.0037557721426857774	339
Efra.gene14418_i2_length1020.p1	5.1	5.38	60	5	56.0	10237.02	0.004340625733557114	0.003667812536685454	0.004004219135121284	339
Efra.gene14418_i2_length1020.p1	5.2	1.72	46	3	18.0	0	0.003259627849635171	0	0.0016298139248175855	339
Efra.gene14418_i2_length1020.p1	5.3	4.08	66	5	45.0	4161.4292	0.005604267967030705	0.002936938493671957	0.004270603230351331	339
Efra.gene14418_i2_length1020.p1	5.4	4.37	42	3	37.0	0	0.0057820772194840005	0	0.0028910386097420002	339
Efra.gene14418_i2_length1020.p1	7.1	4.1	50	3	30.0	2532.8194000000003	0.0033573625713476745	0.001307672848286947	0.002332517709817311	339
Efra.gene14418_i2_length1020.p1	7.2	2.06	23	2	24.0	2219.2618	0.0031796390483760256	0.0017759838951954695	0.0024778114717857475	339
Efra.gene14418_i2_length1020.p1	7.3	4.0	31	2	25.0	2793.4249	0.002886920865628444	0.0017043483495246118	0.002295634607576528	339
Efra.gene14418_i2_length1020.p1	10.1	10.86	165	10	117.0	20704.1446	0.01110694819785321	0.008411845081831577	0.009759396639842394	339
Efra.gene14418_i2_length1020.p1	10.3	4.23	48	3	31.0	2060.533	0.004907415609617454	0.002186466266358907	0.0035469409379881803	339
Efra.gene14418_i2_length1020.p1	12.2	1.78	19	1	10.0	380.6753	0.0012942802655750807	0.0002477665683185297	0.0007710234169468052	339
Efra.gene14418_i2_length1020.p1	12.3	2.26	42	3	28.0	2499.2625	0.003584257783835675	0.0017868882998431132	0.002685573041839394	339
Efra.gene14678_i0_length1005.p1	0.1	4.61	57	4	49.0	25203.841	0.013943622972751694	0.023969765154319738	0.018956694063535715	317
Efra.gene14678_i0_length1005.p1	1.4	2.06	40	4	38.0	10854.981	0.009622443594088875	0.011864459323132365	0.01074345145861062	317
Efra.gene15113_i1_length981.p1	1.4	2.0	11	1	12.0	1370.943	0.002954776834994679	0.0014570684169786484	0.0022059226259866635	326
Efra.gene15574_i0_length957.p1	0.1	3.03	40	3	35.0	6055.848099999999	0.009928410786977284	0.005741219658000942	0.007834815222489112	318
Efra.gene15574_i0_length957.p1	1.4	2.12	24	2	20.0	2270.8081	0.005048518072370362	0.0024741809630639297	0.003761349517717146	318
Efra.gene15574_i0_length957.p1	10.1	1.6	15	1	8.0	918.8985	0.000809601771557757	0.00039799177275793104	0.000603796772157844	318
Efra.gene16475_i0_length912.p1	5.4	2.02	16	1	9.0	0	0.0015735543302689934	0	0.0007867771651344967	303
Efra.gene16498_i0_length912.p1	0.1	12.0	415	26	360.0	112720.16470000004	0.10717628164951999	0.11215413656204566	0.10966520910578283	303
Efra.gene16498_i0_length912.p1	0.2	12.3	281	19	278.0	35957.75600000001	0.09199895333344657	0.08554258635021872	0.08877076984183264	303
Efra.gene16498_i0_length912.p1	0.3	13.7	170	11	146.0	13073.486900000002	0.054517418049242115	0.0458736644547293	0.050195541251985706	303
Efra.gene16498_i0_length912.p1	0.4	18.0	246	18	231.0	99946.1544	0.08416718447279055	0.10678474908019342	0.09547596677649198	303
Efra.gene16498_i0_length912.p1	1.1	9.42	398	24	319.0	53853.79110000001	0.08543652727180642	0.07211074723130757	0.078773637251557	303
Efra.gene16498_i0_length912.p1	1.2	12.46	260	17	197.0	0	0.05309367257928956	0	0.02654683628964478	303
Efra.gene16498_i0_length912.p1	1.3	12.02	219	13	177.0	10997.411199999997	0.061175382932351426	0.032426986509732574	0.046801184721042	303
Efra.gene16498_i0_length912.p1	1.4	24.0	620	41	587.0	191897.49360000005	0.15550935222724194	0.2194344549323633	0.18747190357980262	303
Efra.gene16498_i0_length912.p1	3.1	13.93	725	37	457.0	47935.422000000006	0.07049422507901722	0.048919546802452654	0.059706885940734936	303
Efra.gene16498_i0_length912.p1	3.2	10.21	190	13	166.0	52690.76439999999	0.05260054305120117	0.054972026094161984	0.05378628457268157	303
Efra.gene16498_i0_length912.p1	3.4	22.32	783	45	676.0	240369.19370000003	0.14793841784838835	0.21298343387665944	0.18046092586252388	303
Efra.gene16498_i0_length912.p1	5.1	14.74	335	23	306.0	79048.06419999998	0.026536449189345456	0.03168705572085175	0.029111752455098602	303
Efra.gene16498_i0_length912.p1	5.2	11.87	255	15	173.0	0	0.03505086074395928	0	0.01752543037197964	303
Efra.gene16498_i0_length912.p1	5.3	14.99	356	20	243.0	25912.538499999995	0.033858656569130056	0.020460647406031995	0.027159651987581024	303
Efra.gene16498_i0_length912.p1	5.4	22.87	959	56	777.0	0	0.1358501905132231	0	0.06792509525661156	303
Efra.gene16498_i0_length912.p1	7.1	10.64	317	20	257.0	40593.527100000014	0.032178602783665945	0.023448158449572057	0.027813380616619	303
Efra.gene16498_i0_length912.p1	7.2	7.76	291	18	221.0	24884.788799999995	0.03275789024550102	0.02228032463289595	0.027519107439198484	303
Efra.gene16498_i0_length912.p1	7.3	8.0	224	11	121.0	11539.128099999998	0.01563281940425256	0.007876829205260644	0.011754824304756602	303
Efra.gene16498_i0_length912.p1	10.1	9.23	395	20	259.0	46533.76310000001	0.027508424549933987	0.021152378928396602	0.024330401739165293	303
Efra.gene16498_i0_length912.p1	10.2	8.13	338	17	206.0	0	0.03323326223565111	0	0.016616631117825555	303
Efra.gene16498_i0_length912.p1	10.3	8.71	182	10	118.0	13243.558899999996	0.020899227000523518	0.01572262238953026	0.01831092469502689	303
Efra.gene16498_i0_length912.p1	12.1	6.98	195	12	154.0	13569.856100000003	0.03720230880821742	0.01864986788570082	0.02792608834695912	303
